Ticker,EPS Estimate,EPS Actual,GICS_SECTOR_NAME,,
2618 TT Equity,0.144,0.34,Industrials,,
6415 TT Equity,5.091,4.72,Information Technology,,
2603 TT Equity,0.036,0.03,Industrials,,
2834 TT Equity,0.28,0.3,Financials,,
1434 TT Equity,0.27,0.17,Consumer Discretionary,,
2379 TT Equity,1.652,1.66,Information Technology,,
1227 TT Equity,0.84,0.82,Consumer Staples,,
4958 TT Equity,1.216,0.47,Information Technology,,
2723 TT Equity,3.567,3.07,Consumer Discretionary,,
2610 TT Equity,0.098,0.01,Industrials,,
2542 TT Equity,1.083,0.97,Real Estate,,
8299 TT Equity,5.504,4.48,Information Technology,,
3406 TT Equity,1.67,1.98,Information Technology,,
9921 TT Equity,1.66,0.69,Consumer Discretionary,,
2345 TT Equity,1.167,0.94,Information Technology,,
2498 TT Equity,32.905,25.7,Information Technology,,
1504 TT Equity,0.275,0.27,Industrials,,
2376 TT Equity,1.398,2.54,Information Technology,,
2313 TT Equity,0.447,0.4,Information Technology,,
3044 TT Equity,1.824,1.57,Information Technology,,
2448 TT Equity,0.235,0.37,Information Technology,,
2456 TT Equity,1.319,1.1,Information Technology,,
1722 TT Equity,0.47,0.43,Materials,,
2352 TT Equity,0.51,0.51,Information Technology,,
6147 TT Equity,0.86,0.58,Information Technology,,
4966 TT Equity,5.236,5.3,Information Technology,,
2059 TT Equity,3.33,3.37,Industrials,,
5903 TT Equity,0.847,1.02,Consumer Staples,,
9917 TT Equity,0.82,1.19,Industrials,,
2204 TT Equity,0.777,0.97,Consumer Discretionary,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
